商品ID,标题,价格,参数信息,评论数,好评度,热点评论词
57140608266,华为手机 mate30 【白条6期免息/华为大礼包/买贵退差】 Mate 30 翡冷翠 8+128GB全网通,4299,"华为手机 mate30 【白条6期免息/华为大礼包/买贵退差】 Mate 30 翡冷翠 8+128GB全网通,57140608266,500.00g,8GB,128GB,NM存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,混合色",1600,98,"完美运行,颜色绚丽,续航出色,清晰度高,拍照一流,流畅顺滑,声音洪亮,解锁迅速,音质上乘,做工精湛,"
57244015176,【12分期免息】华为HUAWEI mate30 全网通手机5G可选 亮黑色 4G版8G+128G,4299,"【12分期免息】华为HUAWEI mate30 全网通手机5G可选 亮黑色 4G版8G+128G,57244015176,500.00g,6GB,128GB,其它存储卡,4000万像素,2400万像素,其他,.4200,10V/4A；5V/2A；9V/2A；其他,混合色,40-49W",200,100,"完美运行,清晰度高,"
58680941133,【12期免息】华为Mate30 手机 翡冷翠 全网通(8G+128G),4299,"华为（HUAWEI）化为Mate30,58680941133,500.00g,麒麟990,8GB,其它存储,NM存储卡,后置三摄,4000万像素,2400万像素,其他英寸,全高清FHD+,其它屏幕比例,其他,4200,10V/4A；5V/2A；9V/2A,其他,Android(安卓)",200,97,nan
58162796119,华为Mate20 X 5G版手机 翡冷翠 8+256G 全网通5G,4299,"华为Mate20 X 5G版手机 翡冷翠 8+256G 全网通5G,58162796119,0.6kg,中国大陆,8GB,256GB,其它存储卡,4000万像素,2400万像素,水滴屏,4200mAh(典型值) ,10V/4A；5V/2A；9V/2A,绿色,5G",6,100,nan
57163909013,华为mate30手机(4G/5G版可选)【6期免息】 亮黑色 全网通(8GB+128GB)(4G),4299,"华为mate30手机(4G/5G版可选)【6期免息】 亮黑色 全网通(8GB+128GB)(4G),57163909013,500.00g,8GB,其它存储,其它存储卡,其他,其他,其他,其他,其他,黑色",200,98,nan
59987280800,华为mate30手机5G/4G 麒麟990芯片 全网通双卡双待拍照游戏 翡冷翠 8GB+128GB【4G版】,4299,"华为mate30手机5G/4G 麒麟990芯片 全网通双卡双待拍照游戏 翡冷翠 8GB+128GB【4G版】,59987280800,10.00g,麒麟990,8GB,其它存储,NM存储卡,后置三摄,4800万像素,2400万像素,6.67英寸,全高清FHD+,其它屏幕比例,其他,4000,10V/4A；5V/2A；9V/2A,渐变色,Android(安卓)",7,100,nan
57608422058,华为mate30手机【5G版咨询客服】 亮黑色 8+128G全网通（4G版）,4299,"华为mate30手机【5G版咨询客服】 亮黑色 8+128G全网通（4G版）,57608422058,1.0kg,8GB,128GB,NM存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,黑色",1000,98,"反应超快,清晰度高,色彩饱满,待机给力,颜色绚丽,性能一流,拍摄功能强,内存充足,音质上乘,解锁迅速,"
63559178283,华为mate30 手机(5G/4G版可选) 华为官方直供新品 亮黑色 8G+128GB全网通(4G版),4299,"华为mate30 手机(5G/4G版可选)  华为官方直供新品 亮黑色 8G+128GB全网通(4G版),63559178283,150.00g,中国大陆,其他,8GB,256GB,NM存储卡,后置三摄,4000万像素,2400万像素,后置三摄,其他英寸,其它分辨率,其它屏幕比例,其他,4200mAh(典型值),10V/2A；12V/2A；10V/4A；5V/2A；10V/2.25A；10V/5A；9V/2A,混合色,人脸识别，曲面屏,其他,其他,语音命令，极简桌面模式,其它OS",10,0,nan
58722835714,【春节正常发货】HUAWEI Mate 30 麒麟990 华为mate30华为新品 星河银 全网通8GB +128GB（联系客服领优惠卷）,4299,"【春节正常发货】HUAWEI Mate 30 麒麟990 华为mate30华为新品 星河银 全网通8GB +128GB（联系客服领优惠卷）,58722835714,300.00g,麒麟990,8GB,8GB,NM存储卡,其他,4000万像素,2400万像素,其他英寸,QHD+及以上,刘海屏,4200mAh（典型值）,10V/4A,渐变色,Android(安卓)",200,96,"充电快速,颜色绚丽,清晰度高,"
57308000525,【现货速发】华为Mate30 麒麟990 智能拍照游戏手机 屛内指纹 双卡双待 全网通4G 翡冷翠 8GB+128GB,4299,"【现货速发】华为Mate30 麒麟990 智能拍照游戏手机 屛内指纹 双卡双待 全网通4G 翡冷翠 8GB+128GB,57308000525,400.00g,其它内存,其它存储,NM存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,10V/4A；9V/2A；其他,其他",6,100,nan
65278288279,【联通直营品质保障】华为 HUAWEI Mate 30 亮黑色 8+128GB,4299,"【联通直营品质保障】华为 HUAWEI Mate 30 亮黑色 8+128GB,65278288279,0.6kg,其他,其它内存,128GB,NM存储卡,其他,4000万像素,2400万像素,其他英寸,其它分辨率,其它屏幕比例,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A；其他,黑色,Android(安卓)",2,100,nan
61592790421,华为 HUAWEI mate30 手机 亮黑色 8GB+128GB,4299,"华为 HUAWEI mate30 手机 亮黑色 8GB+128GB,61592790421,0.545kg,中国大陆,麒麟990,8GB,128GB,NM存储卡,后置三摄,4000万像素,2400万像素,后置三摄,其他英寸,其它分辨率,其他,4200mAh(典型值) 备注：电池额定容量为41,10V/4A；5V/8.8A；5V/1A；5V/1.5A；5V/2A；5V/3A；5V/4A；11V/4A；5V/4.5A,黑色,Android(安卓),其他,其他,语音命令",40,100,"完美运行,毫无卡顿,功能强劲,新颖别致,"
58736437290,华为mate30 手机 星河银 全网通(8GB+128GB),4299,"华为mate30 手机 星河银 全网通(8GB+128GB),58736437290,500.00g,其它内存,其它存储,其它存储卡,4000万像素,2400万像素,其他,4200,其他,混合色",20,100,nan
57290481098,华为 HUAWEI Mate30【咨询享优惠，送价值299元的无线充】 手机 罗兰紫 8G+128GB,4299,"华为（HUAWEI） Mate30,57290481098,200.00g,8GB,其它存储,NM存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,5V/2A；9V/2A,紫色",10,100,nan
58562131544,华为Mate30手机 4G/5G版 亮黑色 全网通(8GB 128GB)4G版,4309,"华为（HUAWEI）TAS-AL00,58562131544,200.00g,8GB,128GB,NM存储卡,4000万像素,2400万像素,其他,4200mAh（典型值） ,10V/4A；5V/2A；9V/2A,银色",200,97,"拍照一流,质感俱佳,"
58411525794,华为 HUAWEI Mate20 X (5G) 7nm工艺5G网络旗舰芯片 麒麟980 手机 翡冷翠 8+256GB,4399,"华为 HUAWEI Mate20 X (5G) 7nm工艺5G网络旗舰芯片 麒麟980 手机 翡冷翠 8+256GB,58411525794,0.61kg,中国大陆,8GB,256GB,NM存储卡,4000万像素,2400万像素,景深，微距，后置三摄，光学变焦,水滴屏,4200mAh(典型值) 备注：电池额定容量为 4,其他,绿色,快速充电，NFC，液冷散热，5G,40-49W,其他,超大字体，超大音量，语音命令，语音识别(文字语音互转)，远程协助，极简桌面模式,液冷散热",4,100,nan
58411525794,华为 HUAWEI Mate20 X (5G) 7nm工艺5G网络旗舰芯片 麒麟980 手机 翡冷翠 8+256GB,4399,"华为 HUAWEI Mate20 X (5G) 7nm工艺5G网络旗舰芯片 麒麟980 手机 翡冷翠 8+256GB,58411525794,0.61kg,中国大陆,8GB,256GB,NM存储卡,4000万像素,2400万像素,景深，微距，后置三摄，光学变焦,水滴屏,4200mAh(典型值) 备注：电池额定容量为 4,其他,绿色,快速充电，NFC，液冷散热，5G,40-49W,其他,超大字体，超大音量，语音命令，语音识别(文字语音互转)，远程协助，极简桌面模式,液冷散热",4,100,nan
47256391026,华为P30 Pro 手机【领券立减+赠价值400元豪华5重礼+白条6期免息】超感光徕卡四摄 天空之境 全网通8GB+128GB（4G版）,4458,"华为（HUAWEI）P30 Pro,47256391026,192.00g,256GB,不支持存储卡,4000万像素,3200万像素,水滴屏，其他,4200mAh（典型值）,10V/4A,青色（蓝色）",2100,96,"完美运行,拍摄功能强,清晰度高,漂亮大方,音质上乘,颜色绚丽,功能强大,手感一流,持久耐用,"
1.00E+11,华为 HUAWEI P30 Pro 超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 8GB+128GB天空之境全网通版双4G,4488,"华为P30 Pro,100004323294,0.54kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,景深，后置四摄，3D(ToF)，红外，微距，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值）,10V/4A,天空之境,人脸识别，快速充电，无线充电，液冷散热，高倍率变焦，屏幕指纹，防水防尘，NFC，曲面屏,≥90%,Android(安卓),40-49W",570000,97,"拍摄功能强,流畅至极,漂亮大方,颜色绚丽,清晰度高,性能一流,充电快速,手感一流,音质上乘,配置超棒,"
44123850696,华为p30pro 手机 天空之境 全网通(8G+128G),4488,"华为p30pro 手机 天空之境 全网通(8G+128G),44123850696,200.00g,8GB,其它存储,其它存储卡,4000万像素,3200万像素,其他,4200mAh,其他,其他,无线充电，曲面屏",14000,96,"毫无卡顿,拍摄功能强,漂亮大方,颜色绚丽,充电快速,手感一流,内存充足,清晰度高,功能强劲,音质上乘,"
44076405947,华为P30 Pro 手机 天空之境 全网通8G+128G【 华为官方直供】,4488,"华为P30 Pro 手机 天空之境 全网通8G+128G【 华为官方直供】,44076405947,190.00g,8GB,其它存储,其它存储卡,4000万像素,3200万像素,水滴屏，超高屏占比(>90%)的未开孔屏幕,4200mAh（典型值）,10V/4A；其他,其他,快速充电，无线充电，人脸识别,其他",20000,96,"清晰度高,反应超快,颜色绚丽,拍摄功能强,充电快速,性能一流,手感一流,线条流畅,音质上乘,内存充足,"
44125750190,华为p30pro 手机（白条分期免息0首付） 天空之境 8GB+128GB 全网通,4488,"华为（HUAWEI）华为p30pro,44125750190,500.00g,512GB,其它存储卡,4000万像素,3200万像素,水滴屏,4200mAh（典型值）,10V/4A,蓝色,快速充电，人脸识别",9300,96,"完美运行,拍摄功能强,手感一流,颜色绚丽,功能齐全,充电快速,清晰度高,线条流畅,声音清晰,内存充足,"
44127885268,华为P30 Pro手机【3期免息】全网通智能手机 天空之境 8G+128G赠华为无线充+蓝牙音箱,4488,"华为（HUAWEI）华为P30 Pro,44127885268,0.53kg,8GB,其它存储,NM存储卡,4000万像素,3200万像素,其他,4200mAh（典型值）,10V/4A,其他,无线充电，快速充电",8600,96,"完美运行,拍摄功能强,功能强大,充电快速,漂亮大方,颜色绚丽,清晰度高,音质上乘,使用舒适,配置高端,"
56741150353,正常发货【P30 Pro 立减350】6期免息+豪礼|华为P30 Pro p30pro 手机 天空之境 全网通8+128G【减350】,4488,"华为（HUAWEI）P30 Pro,56741150353,0.6kg,8GB,128GB,NM存储卡,4000万像素,3200万像素,景深，红外,水滴屏,4200,10V/4A,渐变色",1300,94,"充电快速,完美运行,流畅至极,清晰度高,拍照一流,"
48355094547,华为 P30Pro/P30 Pro【下单立减+原装正品】 手机 天空之境 8+128（下单送好礼）,4488,"华为 P30Pro/P30 Pro【下单立减+原装正品】  手机 天空之境 8+128（下单送好礼）,48355094547,300.00g,其他,其它内存,128GB,其它存储卡,后置三摄,4000万像素,3200万像素,其他英寸,高清HD+,其它屏幕比例,其他,4200mAh（典型值）,10V/4A,极光色,Android(安卓)",100,100,"佩戴舒适,电池给力,毫无卡顿,质感俱佳,功能强劲,照相功能强,音质上乘,音量足够,"
45105622340,华为p30pro 手机【领券立减200元】 天空之境 8GB+128GB 全网通,4488,"华为（HUAWEI）p30pro,45105622340,500.00g,8GB,128GB,NM存储卡,4000万像素,3200万像素,水滴屏,4200mAh（典型值）,10V/4A,其他,无线充电，人脸识别，快速充电",1700,97,"毫无卡顿,拍照一流,清晰度高,毫无噪音,功能强劲,舒适性强,声音清晰,"
53763367850,华为P30 Pro手机 天空之境 8GB+128GB,4488,"华为P30 Pro手机 天空之境 8GB+128GB,53763367850,0.54kg,8GB,256GB,NM存储卡,4000万像素,3200万像素,其他,4200mAh(典型值),10V/4A,其他",200,100,"颜色绚丽,反应超快,清晰度高,简单好看,拍照一流,功能俱全,"
46551656867,【下单立减300元】华为P30Pro手机 天空之境 8GB+128GB,4488,"华为（HUAWEI）P30 Pro,46551656867,500.00g,128GB,NM存储卡,4800万像素,2000万像素,其他,4200mAh（典型值）,10V/4A,青色（蓝色）,人脸识别，无线充电，快速充电",1000,97,"功能齐全,功能强大,完美运行,充电快速,拍照一流,照相一流,"
53939454382,华为 HUAWEI P30 Pro 手机超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 亮黑色 全网通8GB+128GB,4488,"华为 HUAWEI P30 Pro 手机超感光徕卡四摄10倍混合变焦麒麟980芯片屏内指纹 亮黑色 全网通8GB+128GB,53939454382,1.0kg,8GB,其它存储,其它存储卡,800万像素,3200万像素,光学变焦,水滴屏，超高屏占比(>90%)的未开孔屏幕,4200mAh（典型值）,10V/4A,黑色,人脸识别，快速充电，无线充电,其他",10,100,nan
63629556070,【下单减350】华为 P30Pro 手机 10倍混合变焦 屏内指纹 全网通4g双卡双待 亮黑色 8GB+128GB（下单减350）,4488,"华为（HUAWEI）p30pro,63629556070,1.0kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置四摄,4000万像素,3200万像素,后置四摄，景深，微距，红外，光学变焦，光学防抖,6.47英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh(典型值),10V/4A；10V/2A；10V/2.25A；5V/4A；10V/5A；11V/4A,其他,高倍率变焦，快速充电，人脸识别，防水防尘，屏幕指纹，无线充电，液冷散热，NFC，曲面屏,≥90%,其他,其他,液冷散热,Android(安卓),40-49W",2,100,nan
57593160170,华为p30pro 手机【6期免息0首付/当天发/原厂正品/30天价保+咨询有惊喜】 嫣紫色 8G+128G,4488,"华为p30pro 手机【6期免息0首付/当天发/原厂正品/30天价保+咨询有惊喜】 嫣紫色 8G+128G,57593160170,0.58kg,8GB,8GB,其它存储卡,4000万像素,3200万像素,后置四摄,其他,4200mAh（典型值）,其他,紫色,快速充电，无线充电",40,94,"色彩饱满,"
61766441923,华为（HUAWEI）P30 Pro 手机 四摄 50倍变焦 极光色 全网通(8G+128G),4488,"华为（HUAWEI）P30 Pro 手机 四摄 50倍变焦 极光色 全网通(8G+128G),61766441923,0.53kg,其他,8GB,128GB,支持MicroSD(TF),其他,4000万像素,3200万像素,其他英寸,其它分辨率,其它屏幕比例,其他,4200mAh(典型值),10V/2A；10V/4A；10V/2.25A；10V/5A；5V/4A；11V/4A,其他,无线充电，屏幕指纹，人脸识别，快速充电，NFC,其它OS,其他,其他",0,100,nan
35835988755,华为 mate20 pro手机 麒麟980芯片全面屏全网通版 翡冷翠 8GB+128GB(UD),4488,"华为（HUAWEI）mate 20 pro,35835988755,300.00g,256GB,其它存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,10V/4A,其他,液冷散热，快速充电，无线充电",400,99,nan
1.00E+11,华为 HUAWEI Mate20 X (5G) 7nm工艺5G旗舰芯片全面屏超大广角徕卡三摄8GB+256GB宝石蓝5G双模全网通,4499,"华为Mate 20 X (5G),100008339420,0.61kg,中国大陆,麒麟980,8GB,256GB,NM存储卡,后置三摄,4000万像素,2400万像素,景深，后置三摄，微距，光学变焦,7.2英寸,全高清FHD+,其它屏幕比例,水滴屏,4200mAh（典型值） 备注：电池额定容量为 4100mAh（额定值）,5V/2A；9V/2A；10V/4A,宝石蓝,快速充电，液冷散热，NFC，5G,发烧级,液冷散热,40-49W,超大字体，超大音量，语音命令，语音识别(文字语音互转)，远程协助，极简桌面模式,Android(安卓)",21000,97,"完美运行,清晰度高,充电快速,功能齐全,颜色绚丽,音质上乘,手感一流,拍摄功能强,做工精湛,内存充足,"
56843655636,【12期免息】华为MATE20X 5G版 手机 宝石蓝 （8GB+256GB）5G全网通,4499,"【12期免息】华为MATE20X 5G版 手机 宝石蓝 （8GB+256GB）5G全网通,56843655636,500.00g,麒麟980,8GB,其它存储,其它存储卡,后置三摄,4000万像素,2400万像素,7.2英寸,全高清FHD+,其它屏幕比例,其他,4200,10V/4A；5V/2A；9V/2A,蓝色,5G,Android(安卓)",800,97,nan
34814213356,华为mate20pro 手机 全网通双卡双待 极光色 全网通 8G+128G UD版 带屏内指纹解锁,4589,"华为mate20pro 手机 全网通双卡双待 极光色 全网通 8G+128G UD版 带屏内指纹解锁,34814213356,300.00g,8GB,8GB,不支持存储卡,4000万像素,2400万像素,刘海屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，快速充电，无线充电,其他",6000,98,"拍摄功能强,功能强劲,拍照功能强,反应超快,清晰度高,毫无卡顿,颜色绚丽,舒适性强,"
1.00E+11,"京品手机
华为 HUAWEI Mate 20 Pro (UD)屏内指纹版麒麟980芯片全面屏超大广角徕卡三摄8GB+128GB亮黑色全网通双4G",4599,"华为Mate 20 Pro （UD）,100000822969,0.53kg,中国大陆,麒麟980,8GB,128GB,NM存储卡,后置三摄,4000万像素,2400万像素,6.39 英寸,其它分辨率,其它屏幕比例,刘海屏,4200mAh（典型值）,10V/4A,亮黑色,VOLTE 4G通话，CA载波聚合，MIMO多天线技术,40-49W,Android(安卓)",360000,98,"流畅至极,画面清晰细腻,功能强大,高速快充,手感一流,拍摄功能强,黑色大方,颜色绚丽,音质上乘,配置高端,"
33743197985,【春节正常发+下单立减】华为（HUAWEI） mate20pro手机 全网通 亮黑色 8G+128G（UD版）,4599,"【春节正常发+下单立减】华为（HUAWEI） mate20pro手机  全网通 亮黑色 8G+128G（UD版）,33743197985,188.00g,8GB,其它存储,NM存储卡,4000万像素,2400万像素,刘海屏,4200Amh,10V/4A,黑色",17000,98,"流畅至极,清晰度高,拍摄功能强,功能强大,手感一流,待机给力,做工精湛,声音清晰,音质上乘,色彩饱满,"
34594345130,【超级爆款】华为Mate20 Pro 手机 亮黑色 全网通8G+128G(屏幕指纹),4599,"华为（HUAWEI）Mate20 Pro,34594345130,0.6kg,其它存储,其它存储卡,4000万像素,2400万像素,老式屏幕(16:9),4200mAh（典型值）,其他,其他,无线充电，快速充电，人脸识别,VOLTE 4G通话",5300,98,"充电快速,完美运行,功能强大,解锁迅速,清晰度高,配置超棒,简单好看,完美拍照,高端设计,内存充足,"
34666775681,【至高减900】华为Mate20Pro手机mate20 pro【正常发货+分期免息】 翡冷翠 全网通（8GB+128GB）（UD版屏内解锁）,4599,"华为（HUAWEI）mate20 Pro,34666775681,0.6kg,128GB,NM存储卡,4000万像素,2400万像素,景深，红外,水滴屏,4200,10V/4A,青色（蓝色）,高倍率变焦，屏幕指纹，无线充电，防水防尘，NFC，人脸识别，快速充电，曲面屏，超高屏占比",800,97,"流畅至极,颜色绚丽,反应超快,"
34657895162,华为mate20pro 全面屏手机 麒麟980芯片 超大广角徕卡三摄 极光色 全网通(8G+128G)(UD版 屏内解锁),4599,"华为（HUAWEI）华为mate20pro,34657895162,1.0kg,256GB,其它存储卡,4000万像素,2400万像素,刘海屏,4200mAh（典型值）,10V/4A,其他,人脸识别，快速充电",5200,98,"完美运行,清晰度高,手感一流,性能一流,颜色绚丽,照相功能强,充电快速,做工精湛,容量十足,声音清晰,"
63100803376,华为mate20Pro 手机 翡冷翠 全网通（UD版 8GB+128GB）,4599,"华为mate20Pro 手机 翡冷翠 全网通（UD版 8GB+128GB）,63100803376,200.00g,麒麟980,8GB,8GB,不支持存储卡,后置三摄,4000万像素,2400万像素,6.39英寸,全高清FHD+,其它屏幕比例,其他,4200mAh（典型值）,10V/4A,绿色,快速充电，无线充电，人脸识别,Android(安卓),其他",100,83,nan
54260151539,华为Mate20x5G 新款5G手机 华为5G版手机 超大屏 双卡双待全网通5G 翡冷翠8GB+256GB,4599,"华为Mate20x5G 新款5G手机 华为5G版手机 超大屏 双卡双待全网通5G 翡冷翠8GB+256GB,54260151539,0.6kg,8GB,256GB,其它存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,绿色",50,100,nan
36974767458,华为 Mate20 Pro 手机 翡冷翠 全网通（8G+128G）(UD屏内指纹版),4599,"华为（HUAWEI）华为mate20,36974767458,500.00g,其它存储,NM存储卡,4000万像素,2400万像素,其他,4200mAh,其他,红色",30,100,nan
59366255752,华为（HUAWEI）mate20pro 30天价保手机 馥蕾红 全网通(8G+128G),4599,"华为（HUAWEI）mate20pro 30天价保手机 馥蕾红 全网通(8G+128G),59366255752,200.00g,8GB,其它存储,其它存储卡,4000万像素,2400万像素,其他,4200mAh（典型值）,10V/4A,红色",0,100,nan
1.00E+11,华为（HUAWEI）Mate 30 5G 8GB+128GB 翡冷翠5G全网通版,4699,"华为Mate 30 5G,100005598867,0.54kg,中国大陆,麒麟990,8GB,128GB,NM存储卡,后置三摄,4000万像素,2400万像素,其他英寸,全高清FHD+,刘海屏,4200,5V/2A；9V/2A；10V/4A,翡冷翠,Android(安卓)",20,100,nan
39686620722,华为mate20pro手机 全网通版 翡冷翠 8G+128G（UD屏内指纹版）,4799,"华为mate20pro手机 全网通版 翡冷翠 8G+128G（UD屏内指纹版）,39686620722,400.00g,其它存储,其它存储卡,4000万像素,2400万像素,其他,4200,10V/4A,其他",30,100,nan
62168434289,华为mate20 X 手机 5G版可选 翡冷翠(5G版) 全网通8G+256G,4899,"华为（HUAWEI）华为Mate 20 X,62168434289,300.00g,麒麟980,8GB,128GB,NM存储卡,后置三摄,4000万像素,2400万像素,7.2英寸,全高清FHD+,其它屏幕比例,其他,5000mAh（典型值）,5V/4.5A,蓝色,液冷散热，人脸识别,其他,Android(安卓)",1400,98,"完美运行,清晰度高,待机给力,功能强大,拍照一流,悦耳动听,照片清晰,"
58486329458,华为Mate20 X 5G版 手机 宝石蓝 8G+256G,4899,"华为Mate20 X 5G版 手机 宝石蓝 8G+256G,58486329458,200.00g,8GB,其它存储,其它存储卡,4000万像素,2400万像素,其他,4200mAh,10V/4A；5V/2A；9V/2A,蓝色",300,96,"色彩饱满,清晰度高,"
54831848911,【24期免息】华为Mate20 X 5G版 7n工艺5G旗舰芯片 5G双模全网通手机 翡冷翠（8G+256G),4899,"【24期免息】华为Mate20 X 5G版 7n工艺5G旗舰芯片 5G双模全网通手机 翡冷翠（8G+256G),54831848911,1.0kg,8GB,其它存储,其它存储卡,4000万像素,2400万像素,景深，后置三摄，微距，光学变焦,水滴屏,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,其他,NFC，快速充电，液冷散热，5G,40-49W,超大字体，超大音量，语音命令，语音识别(文字语音互转)，远程协助，极简桌面模式,液冷散热",100,91,nan
53370527815,华为 HUAWEI Mate20X (5G版)手机 翡冷翠 8GB+256GB【到手价4288元】,4899,"华为 HUAWEI Mate20X (5G版)手机 翡冷翠 8GB+256GB【到手价4288元】,53370527815,0.6kg,8GB,256GB,其它存储卡,4000万像素,2400万像素,其他,4200mAh（典型值） ,10V/4A；5V/2A；9V/2A,绿色",100,100,"反应超快,"
56971098646,华为mate20x 4G/5G版 手机（6期免息） 【5G】宝石蓝 (8GB+256GB)全网通,4899,"华为（HUAWEI）华为Mate 20 X (5G),56971098646,500.00g,8GB,其它存储,NM存储卡,4000万像素,2400万像素,景深，微距，后置三摄，光学变焦,其他,4200mAh（典型值）,5V/4.5A,蓝色,快速充电，NFC，人脸识别，5G，超高屏占比,40-49W,超大字体，超大音量,<90%",300,97,"毫无卡顿,功能强大,清晰无杂音,"
58504456592,华为（HUAWEI） 华为Mate20x 手机（30天价保） (5G版)宝石蓝 全网通(8G+256G),4899,"华为（HUAWEI） 华为Mate20x 手机（30天价保） (5G版)宝石蓝 全网通(8G+256G),58504456592,200.00g,8GB,其它存储,不支持存储卡,4000万像素,2400万像素,其他,5000mAh,5V/4.5A,蓝色",3700,98,nan
56952327685,华为mate20x5g版手机 宝石蓝 全网通(8GB+256GB),4899,"华为mate20x5g版手机 宝石蓝 全网通(8GB+256GB),56952327685,500.00g,其它内存,其它存储,其它存储卡,其他,其他,其他,官网信息为准,其他,其他",100,90,nan
59006790981,华为mate20x 5g版 手机 翡冷翠 8GB+256GB,4899,"华为mate20x 5g版 手机 翡冷翠 8GB+256GB,59006790981,0.61kg,8GB,256GB,其它存储卡,4000万像素,2400万像素,其他,4200mAh（典型值） ,其他,其他",10,100,nan
53647476425,华为手机 HUAWEI Mate20 X 5G版 【白条分期0首付/豪华大礼包】5G旗舰芯片 翡冷翠 8GB+256GB,4899,"华为手机 HUAWEI Mate20 X 5G版 【白条分期0首付/豪华大礼包】5G旗舰芯片 翡冷翠 8GB+256GB,53647476425,500.00g,8GB,256GB,支持MicroSD(TF),4000万像素,2400万像素,水滴屏,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,绿色",100,97,"完美运行,清晰度高,毫无卡顿,手感一流,声音洪亮,待机给力,造型酷炫,拍照一流,锐度较高,做工精湛,"
54653008379,华为Mate20 X 5G版 手机【30天保价】 翡冷翠 8G+256GB(全网通）,4899,"华为Mate20 X 5G版 手机【30天保价】 翡冷翠 8G+256GB(全网通）,54653008379,0.6kg,8GB,256GB,NM存储卡,4000万像素,2400万像素,其他,4200mAh,10V/4A；5V/2A；9V/2A,其他,VOLTE 4G通话",50,100,"完美运行,反应超快,"
56908351144,【可省800】华为Mate20X 5G版 手机 全网通双卡双待 宝石蓝 全网通（8G+256G）,4899,"【可省800】华为Mate20X 5G版 手机 全网通双卡双待 宝石蓝 全网通（8G+256G）,56908351144,500.00g,8GB,8GB,不支持存储卡,4000万像素,2400万像素,水滴屏,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,蓝色",300,96,nan
61665821707,华为 Mate20 X （5G）版 智能手机 翡冷翠 8+256GB,4899,"华为 Mate20 X （5G）版 智能手机 翡冷翠 8+256GB,61665821707,500.00g,麒麟980,8GB,其它存储,NM存储卡,后置三摄,4000万像素,2400万像素,7.2英寸,其它分辨率,其它屏幕比例,水滴屏,4200,其他,混合色,快速充电，NFC,Android(安卓)",0,100,nan
59811190593,【直降600元】华为Mate20 X 5G版 手机 翡冷翠 (8G+256G)24期免息,4899,"华为（HUAWEI）HUAWEI Mate20 X (5G),59811190593,0.95kg,8GB,其它存储,其它存储卡,4800万像素,2400万像素,水滴屏,4200mAh,其他,绿色",100,100,nan
58726846309,华为Mate30 5G版 手机(5G/4G版可选)【现货速发/华为直供货源/20天价保】 亮黑色 5G版(8G+128G)【SA/NSA 双模】,4969,"华为（HUAWEI）华为Mate30 5G版,58726846309,380.00g,8GB,128GB,NM存储卡,4000万像素,2400万像素,后置三摄,刘海屏,4200mAh（典型值）,10V/4A；5V/2A；9V/2A,黑色,快速充电，无线充电，NFC，5G，超高屏占比",700,94,"待机给力,完美运行,手感一流,清晰度高,性能一流,"
54153366803,华为P30Pro 手机【6期免息/送无线充】 天空之境 全网通（8G+256G）承诺买贵必补差,4988,"华为（HUAWEI）华为P30 Pro,54153366803,500.00g,8GB,512GB,其它存储卡,4000万像素,3200万像素,水滴屏,4200mAh（典型值）,10V/4A,极光色,人脸识别，无线充电，快速充电,<90%,超大字体，超大音量",2500,96,nan
47284761547,【现货速发】华为 HUAWEI P30 Pro 全网通p30pro手机 赤茶橘 全网通(8GB RAM+256GB ROM),4988,"【现货速发】华为 HUAWEI P30 Pro 全网通p30pro手机 赤茶橘 全网通(8GB RAM+256GB ROM),47284761547,410.00g,其它存储,其它存储卡,4000万像素,3200万像素,其他,4200mAh（典型值）,10V/4A,橙色",10,100,nan
46465849601,华为P30 Pro 屏内指纹 全网通4G双卡双待p30pro 新款华为手机 北京闪送 同城速达 亮黑色 8G+256G,4988,"华为P30 Pro 屏内指纹 全网通4G双卡双待p30pro 新款华为手机 北京闪送 同城速达 亮黑色 8G+256G,46465849601,0.53kg,其它存储,NM存储卡,4000万像素,3200万像素,其他,4200mAh（典型值）,10V/4A,黑色",50,100,nan
